time,equity,balance
2026-04-17 13:30:18.171529,1064.35,1064.35
2026-04-17 14:00:43.940250,1030.26,1030.26
2026-04-20 12:35:15.542376,1127.22,1127.22
2026-04-20 13:29:28.464920,1015.96,1015.96
2026-04-20 23:08:08.887739,1220.88,1227.38
2026-04-21 01:40:23.211778,1286.75,1328.6
2026-04-21 07:15:23.302101,1166.58,1167.34
