total_trades,winners,losers,win_rate_pct,total_net_pnl,gross_profit,gross_loss,profit_factor,avg_win,avg_loss,expectancy,max_drawdown,max_drawdown_pct,sharpe_ratio,initial_balance,final_balance,final_equity,return_pct,avg_trade_duration_min,run_label,exported_at
1,1,0,100.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,6.31,0.53,-156.308,10000.0,0.0,0.0,0.0,122.9,BB_Engulfing_Breakout,20260331_084615
