total_trades,winners,losers,win_rate_pct,total_net_pnl,gross_profit,gross_loss,profit_factor,avg_win,avg_loss,expectancy,max_drawdown,max_drawdown_pct,sharpe_ratio,initial_balance,final_balance,final_equity,return_pct,avg_trade_duration_min,run_label,exported_at
3,1,2,33.33,10.53,101.84,91.31,1.115,101.84,-45.66,3.51,120.17,9.87,107.141,10000.0,0.0,0.0,0.11,198.9,BB_Engulfing_Breakout,20260421_154316
